date,ethena_susde_ethereum_apy,frax_sfrax_ethereum_apy,frax_sfraxusd_ethereum_apy,makerdao_sdai_ethereum_apy,realworld_wstusr_ethereum_apy,sky_susds_ethereum_apy,syrup_susdc_ethereum_apy
2025-06-11,7.111,,8.149083404778246,2.32,7.703,4.75,11.732
2025-06-10,7.123333333333332,,8.149083404778246,2.32,6.475238095238096,4.75,6.533913043478259
2025-06-09,7.138749999999999,,8.149083404778246,2.5104545454545453,7.395625,4.75,6.437272727272727
2025-06-08,7.18608695652174,,8.149083404778246,2.61,3.142222222222222,4.75,9.003636363636362
2025-06-07,7.201666666666667,,8.149083404778246,2.61,2.562631578947369,4.75,7.081304347826087
2025-06-06,7.232727272727272,,8.149083404778246,2.61,10.967777777777778,4.75,7.762916666666665
2025-06-05,7.241000000000001,,8.149083404778246,2.61,8.114117647058823,4.75,9.219565217391304
2025-06-04,7.343333333333333,,8.149083404778246,2.61,9.176153846153845,4.75,7.521666666666668
2025-06-03,7.488260869565218,,7.149294334586398,2.61,5.367647058823529,4.75,9.132083333333334
2025-06-02,7.711818181818183,,7.149294334586398,2.61,10.991052631578947,4.75,7.085555555555556
2025-06-01,7.885833333333333,,7.149294334586398,2.61,8.017391304347825,4.75,6.678636363636364
2025-05-31,8.098333333333331,,7.149294334586398,2.61,3.9382608695652173,4.75,7.351666666666667
2025-05-30,8.361249999999998,,7.149294334586398,2.61,11.97818181818182,4.75,7.241666666666666
2025-05-29,6.974166666666668,,7.149294334586398,2.61,11.716521739130435,4.742916666666665,7.3208333333333355
2025-05-28,7.25217391304348,,7.149294334586398,2.61,7.315652173913043,4.739999999999998,7.376363636363636
2025-05-27,7.460000000000001,,8.399027261277325,2.61,9.054347826086957,4.739999999999999,7.365416666666665
2025-05-26,7.4873913043478275,,8.399027261277325,2.61,6.29,4.739999999999998,7.340416666666667
2025-05-25,7.502999999999998,,8.399027261277325,2.61,12.291428571428572,4.739999999999998,7.438749999999999
2025-05-24,7.5133333333333345,,8.399027261277325,2.61,5.9818181818181815,4.739999999999999,7.249166666666665
2025-05-23,7.727619047619048,,8.399027261277325,2.61,305.7973684210526,4.739999999999998,7.714999999999997
2025-05-22,7.958695652173911,,8.399027261277325,2.61,240.0435294117647,4.739999999999999,7.218333333333333
2025-05-21,8.049130434782612,,8.399027261277325,2.61,77.63,4.739999999999999,7.093333333333333
2025-05-20,8.299545454545456,,4.999653509057356,2.61,19.47947368421053,4.739999999999998,7.705882352941178
2025-05-19,8.42380952380952,,4.999653509057356,2.8749999999999996,37.811904761904756,4.739999999999998,7.291904761904763
2025-05-18,8.466666666666665,,4.999653509057356,2.899999999999999,26.87857142857143,4.739999999999999,7.580666666666665
2025-05-17,8.536666666666667,,4.999653509057356,2.899999999999999,10.8215,4.739999999999999,7.521999999999999
2025-05-16,8.885833333333334,,4.999653509057356,2.899999999999999,21.6495,4.739999999999998,7.3771428571428554
2025-05-15,5.329583333333333,4.6,4.999653509057356,2.8999999999999995,3206.669565217391,4.739999999999998,6.85375
2025-05-14,5.226666666666666,4.6,4.999653509057356,2.899999999999999,85.4604761904762,4.739999999999999,7.530454545454545
2025-05-13,5.271249999999999,,4.599706544565763,2.899999999999999,5192.083333333333,4.739999999999999,7.178333333333332
2025-05-12,5.405833333333333,,4.599706544565763,3.0804347826086955,11920.00727272727,4.7337500000000015,7.459999999999999
2025-05-11,5.485,,4.599706544565763,3.189999999999999,140.975,4.730000000000002,8.559473684210525
2025-05-10,5.506521739130435,,4.599706544565763,3.189999999999999,22.423636363636362,4.730000000000002,7.97421052631579
2025-05-09,5.4608333333333325,,4.599706544565763,3.1899999999999995,745.4186363636363,4.730000000000003,7.2595454545454565
2025-05-08,4.595555555555556,,4.599706544565763,3.189999999999999,63.785000000000004,4.730000000000003,7.985416666666669
2025-05-07,4.517499999999998,,4.599706544565763,3.1899999999999995,22.004761904761907,4.730000000000002,8.089473684210526
2025-05-06,4.517499999999998,,4.749687077368581,3.189999999999999,49.453529411764706,4.730000000000003,7.265714285714285
2025-05-05,4.5095652173913034,,4.749687077368581,3.375416666666666,41.236666666666665,4.730000000000003,7.831428571428572
2025-05-04,4.464444444444443,,4.749687077368581,3.4799999999999986,1678.2755555555555,4.730000000000002,7.378
2025-05-03,4.435714285714286,,4.749687077368581,3.479999999999999,4.274705882352941,4.730000000000003,7.9653846153846155
2025-05-02,4.391249999999999,,4.749687077368581,3.48,0.0,4.730000000000003,7.396842105263158
2025-05-01,5.106190476190475,,4.749687077368581,3.4799999999999986,10.079473684210527,4.730000000000003,7.803333333333334
2025-04-30,5.257499999999999,,4.749687077368581,3.4799999999999986,72386.618125,4.730000000000003,7.420999999999999
2025-04-29,5.257619047619049,,4.749687077368581,3.4799999999999986,3.00875,4.730000000000003,7.396666666666667
2025-04-28,5.267499999999999,,4.749687077368581,3.6495454545454535,7.41875,4.730000000000002,7.815625000000001
2025-04-27,5.266666666666666,,4.749687077368581,3.770000000000001,0.0,4.730000000000003,7.464666666666667
2025-04-26,5.267499999999997,,4.749687077368581,3.7694736842105265,0.0,4.730000000000002,7.47125
2025-04-25,5.263333333333333,,4.749687077368581,3.7700000000000005,0.0,4.7254545454545465,7.552666666666665
2025-04-24,5.391764705882352,,4.749687077368581,3.7700000000000014,3.8880000000000003,4.72,8.004500000000002
2025-04-23,5.404347826086955,,4.749687077368581,3.770000000000001,0.0,4.72,8.290833333333333
2025-04-22,5.400000000000001,,4.999653509057356,3.77,46.506,4.72,8.233333333333333
2025-04-21,5.37818181818182,,4.999653509057356,4.004761904761906,73.81285714285714,4.72,6.846153846153846
2025-04-20,5.367058823529412,,4.999653509057356,4.0600000000000005,268.62136363636364,4.72,7.002
2025-04-19,5.375263157894735,,4.999653509057356,4.053888888888888,4.42,4.72,6.920000000000001
2025-04-18,5.368,,4.999653509057356,4.049999999999998,73.26722222222222,4.72,7.038666666666668
2025-04-17,5.722380952380953,,4.999653509057356,4.049999999999998,0.0,4.72,7.148000000000001
2025-04-16,5.7252631578947355,,4.999653509057356,4.049999999999998,0.0,4.72,11.256153846153845
2025-04-15,5.707272727272724,,4.599706544565763,4.049999999999999,0.0,4.72,7.127272727272726
2025-04-14,5.709999999999998,,4.599706544565763,4.049999999999999,6.914736842105263,4.72,7.045714285714287
2025-04-13,5.712105263157893,,4.599706544565763,4.049999999999999,76865440413.01,4.72,7.018461538461537
2025-04-12,5.691578947368419,,4.599706544565763,4.049999999999999,0.0,4.72,7.032499999999999
2025-04-11,5.687999999999999,,4.599706544565763,4.049999999999999,56.18521739130435,4.72,7.019285714285714
2025-04-10,4.839999999999998,,4.599706544565763,4.049999999999999,7.912272727272727,4.72,7.111999999999999
2025-04-09,4.753333333333333,,4.599706544565763,4.049999999999999,0.0,4.72,7.0825
2025-04-08,4.685217391304349,,6.499415848704415,4.049999999999998,0.0,4.7174999999999985,4.255333333333333
2025-04-07,4.622608695652175,,6.499415848704415,4.049999999999998,0.0,4.709999999999997,7.642222222222222
2025-04-06,4.541428571428571,,6.499415848704415,4.049999999999999,10.394285714285715,4.709999999999998,7.706
2025-04-05,4.534782608695654,,6.499415848704415,4.049999999999998,8.583636363636364,4.709999999999997,7.745384615384617
2025-04-04,4.511904761904763,,6.499415848704415,4.049999999999998,8.993809523809524,4.709999999999997,7.6066666666666665
2025-04-03,10.230416666666668,,6.499415848704415,4.049999999999998,34.75809523809524,4.709999999999997,7.789090909090908
2025-04-02,10.71130434782609,,6.499415848704415,4.049999999999998,77.7115,4.709999999999997,7.803750000000001
2025-04-01,10.771739130434781,,4.599706544565763,4.049999999999998,83.83391304347826,4.709999999999997,7.718333333333332
2025-03-31,10.816500000000001,,4.599706544565763,4.049999999999998,0.0,4.709999999999997,9.729999999999999
2025-03-30,10.77,,4.599706544565763,4.049999999999998,2.3930434782608696,4.709999999999998,8.150909090909092
2025-03-29,10.779545454545456,,4.599706544565763,4.049999999999998,120.91583333333334,4.709999999999997,7.7645454545454555
2025-03-28,10.441666666666665,,4.599706544565763,4.049999999999998,20.945,4.709999999999998,7.725333333333334
2025-03-27,5.564583333333332,,4.599706544565763,4.049999999999998,7.575833333333333,4.709999999999997,7.704999999999999
2025-03-26,4.275833333333334,,4.599706544565763,4.049999999999998,1.81375,4.709999999999997,7.818888888888889
2025-03-25,4.213750000000001,,6.5993976084109285,4.049999999999998,0.0,4.709999999999998,7.874666666666668
2025-03-24,4.152083333333333,,6.5993976084109285,5.415454545454547,4.755,6.0037499999999975,7.723333333333333
2025-03-23,4.11,,6.5993976084109285,6.360000000000002,10.941739130434783,6.800000000000002,20.143333333333338
2025-03-22,4.1065,,6.5993976084109285,6.36,2.4486363636363637,6.8,8.916
2025-03-21,4.121249999999999,,6.5993976084109285,6.360000000000002,21.88291666666667,6.800000000000002,8.257000000000001
2025-03-20,4.482608695652172,,6.5993976084109285,6.360000000000002,9.09,6.800000000000001,9.175555555555555
2025-03-19,4.496086956521739,,6.5993976084109285,6.360000000000002,55.03458333333333,6.793333333333334,9.61
2025-03-18,4.474545454545455,,6.2494601538156225,6.360000000000001,0.0,6.79,6.019166666666666
2025-03-17,4.445,,6.2494601538156225,6.360000000000001,0.0,6.79,7.292727272727273
2025-03-16,4.423478260869566,,6.2494601538156225,6.36,0.0,6.79,5.64875
2025-03-15,4.417391304347826,,6.2494601538156225,6.36,0.8304166666666667,6.79,1305.9391666666666
2025-03-14,4.404000000000001,,6.2494601538156225,6.36,4.225416666666667,6.79,6.467500000000001
2025-03-13,5.9985,5.0,6.2494601538156225,6.352608695652173,3.5573913043478256,6.79,8.246666666666666
2025-03-12,5.817391304347824,5.0,6.2494601538156225,6.349999999999998,11.4375,6.79,10.697142857142854
2025-03-11,5.983636363636362,,7.099304084429936,6.349999999999998,2.2287500000000002,6.786250000000002,6.2992857142857135
2025-03-10,5.9386956521739105,,7.099304084429936,5.807083333333334,0.042608695652173914,6.78,8.238750000000001
2025-03-09,5.871363636363637,,7.099304084429936,5.480000000000003,0.0,6.78,11.005454545454548
2025-03-08,5.852608695652173,,7.099304084429936,5.480000000000003,7.331739130434783,6.78,44.43285714285714
2025-03-07,5.8420000000000005,,7.099304084429936,5.480000000000003,0.0,6.78,7.227142857142858
2025-03-06,10.139166666666668,,7.099304084429936,5.480000000000001,0.7408333333333333,6.78,10.462777777777779
2025-03-05,10.685500000000001,,7.099304084429936,5.480000000000001,14.123750000000001,6.78,242.79846153846154
2025-03-04,10.665833333333332,,8.798932272412173,5.480000000000003,117.31208333333332,6.78,9.390624999999998
2025-03-03,10.64217391304348,,8.798932272412173,5.480000000000001,0.0,6.778333333333335,11.813846153846153
2025-03-02,10.574782608695653,,8.798932272412173,5.480000000000003,24.373478260869568,6.7700000000000005,13.862499999999999
2025-03-01,10.534782608695648,,8.798932272412173,5.480000000000003,11.969583333333333,6.77,7.095714285714286
2025-02-28,10.473181818181818,,8.798932272412173,5.480000000000001,26.400000000000002,6.77,10.413999999999998
2025-02-27,11.0325,,8.798932272412173,5.474166666666668,31.38625,6.7700000000000005,14.134285714285713
2025-02-26,10.885652173913048,,8.798932272412173,5.47,23.081666666666667,6.77,7.812
2025-02-25,10.854999999999999,,8.798932272412173,5.47,0.0,6.7700000000000005,7.260624999999999
2025-02-24,10.73625,,8.798932272412173,7.291304347826087,1.2170833333333333,8.2325,11.614117647058823
2025-02-23,10.666086956521736,,8.798932272412173,8.370000000000003,12.183750000000002,9.110000000000005,12.991428571428571
2025-02-22,10.627916666666668,,8.798932272412173,8.360869565217394,36.34583333333333,9.110000000000005,4.833
2025-02-21,10.081304347826086,,8.798932272412173,8.366250000000003,26.42391304347826,9.110000000000005,10.790000000000001
2025-02-20,7.810434782608695,,8.798932272412173,8.360000000000005,12.157083333333333,9.101666666666665,10.405999999999999
2025-02-19,7.4427272727272715,,8.798932272412173,8.360000000000001,73.53583333333333,9.099999999999996,9.56
2025-02-18,7.471304347826086,,8.798932272412173,8.360000000000003,9.553333333333333,9.099999999999996,12.399999999999999
2025-02-17,7.623043478260867,,8.798932272412173,8.360000000000005,11.82217391304348,9.099999999999996,15.776999999999997
2025-02-16,7.625652173913045,,8.798932272412173,8.351363636363635,14.308750000000002,9.097499999999998,6.972857142857143
2025-02-15,7.603478260869568,,8.798932272412173,8.349999999999996,9.072083333333333,9.090000000000002,14.562941176470588
2025-02-14,7.578695652173913,,8.798932272412173,8.349999999999996,27.513333333333335,9.090000000000002,14.35
2025-02-13,7.2562500000000005,5.88,8.798932272412173,8.349999999999996,45.31625,9.090000000000002,8.709333333333335
2025-02-12,7.1845,5.88,8.798932272412173,8.349999999999996,33.08652173913043,9.090000000000002,11.441666666666666
2025-02-11,6.97608695652174,,,8.349999999999996,6.62,9.082916666666671,22.560555555555553
2025-02-10,7.062173913043479,,,11.23708333333333,7.496956521739131,11.504166666666668,6.862222222222222
2025-02-09,7.022083333333334,,,12.979999999999999,11.548333333333334,12.979999999999997,12.214615384615383
2025-02-08,6.963749999999997,,,12.974583333333335,7.855416666666667,12.971250000000005,24.746666666666666
2025-02-07,6.886666666666667,,,12.970000000000006,9.39875,12.970000000000006,7.569090909090909
2025-02-06,11.620869565217392,,,12.969166666666672,5.791666666666667,12.963750000000005,11.654
2025-02-05,12.130416666666667,,,12.96,7.957916666666667,12.96,125.04769230769232
2025-02-04,12.035416666666668,,,12.96,0.0,12.956250000000002,10.169166666666667
2025-02-03,11.909565217391306,,,12.954166666666664,0.0,12.949999999999996,8.829090909090908
2025-02-02,11.810999999999996,,,12.949999999999996,8.225416666666666,12.949166666666661,30.048333333333332
2025-02-01,11.814999999999998,,,12.949166666666663,89.53500000000001,12.94,10.59909090909091
2025-01-31,11.815238095238092,,,12.94,22.21291666666667,12.94,9.496923076923077
2025-01-30,13.989090909090908,,,12.94,67.71333333333332,12.93166666666667,19.512857142857147
2025-01-29,14.549090909090909,,,12.933750000000003,50.028333333333336,12.930000000000005,13.857142857142858
2025-01-28,14.737619047619049,,,13.110833333333337,58.44958333333333,12.924166666666665,9.502307692307692
2025-01-27,14.808636363636365,,,13.21708333333334,4.23695652173913,12.919999999999996,8.335384615384614
2025-01-26,14.73130434782609,,,13.210000000000004,22.34166666666667,12.916521739130436,28.056
2025-01-25,14.739565217391306,,,13.21,120.23791666666666,12.910000000000002,20.283636363636358
2025-01-24,14.767,,,13.200434782608689,35.0075,12.909166666666671,28.41363636363637
2025-01-23,8.940999999999999,,,13.199999999999996,35.0425,12.900000000000002,26.7525
2025-01-22,9.400434782608697,,,13.19478260869565,146.59375,12.9,9.26
2025-01-21,9.405714285714284,,,13.19,341.52833333333336,12.892173913043473,9.408
2025-01-20,9.395,,,13.188571428571427,2723.341818181818,12.889999999999995,12.850000000000001
2025-01-19,9.397619047619049,,,13.180000000000005,45.563478260869566,12.88458333333333,18.077142857142857
2025-01-18,9.404499999999999,,,13.180000000000005,169.32090909090908,12.879999999999997,19.12
2025-01-17,9.845238095238098,,,13.172499999999998,128.75208333333333,12.877083333333331,19.65
2025-01-16,12.86875,,,13.169999999999996,82.41625,12.870000000000003,24.839999999999996
2025-01-15,12.902916666666668,,,13.166666666666666,10.293333333333333,12.870000000000003,10.863999999999999
2025-01-14,12.93,,,13.160000000000004,33.71375,12.860000000000005,12.477
2025-01-13,12.817826086956524,,,13.160000000000004,20.35,12.860000000000003,10.134285714285715
2025-01-12,12.758333333333331,,,13.150416666666667,28.49625,12.852380952380955,13.645555555555557
2025-01-11,12.739166666666668,,,13.15,19.56833333333333,12.849999999999998,36.910000000000004
2025-01-10,12.74125,,,13.144583333333332,0.0,12.845,14.052222222222223
2025-01-09,11.413478260869569,,,13.139999999999993,18.99,12.839999999999996,13.135
2025-01-08,11.17695652173913,,,13.138749999999995,1.393913043478261,12.838260869565216,11.871666666666668
2025-01-07,11.112500000000004,,,13.129999999999997,29.601249999999997,12.830000000000007,10.841666666666669
2025-01-06,11.10130434782609,,,13.129999999999997,44.12583333333333,12.830000000000004,10.688
2025-01-05,11.11217391304348,,,13.1225,54.906666666666666,12.820476190476185,8.412
2025-01-04,11.132083333333332,,,13.120000000000003,65.41791666666667,12.819999999999997,8.594166666666668
2025-01-03,11.094999999999999,,,13.116666666666672,75.20166666666667,12.813913043478262,20.43727272727273
2025-01-02,11.933749999999998,11.07,,13.110000000000005,639.8273913043479,12.81,39.71333333333333
2025-01-01,12.091363636363637,11.07,,13.110000000000005,14.550434782608697,12.806250000000002,10.706666666666665
2024-12-31,12.04,,,13.100833333333332,75.33416666666666,12.800000000000004,8.38
2024-12-30,12.000869565217393,,,13.100000000000001,36.09125,12.799130434782613,14.12875
2024-12-29,11.941250000000002,,,13.094583333333334,49.36666666666667,12.789999999999996,15.398888888888889
2024-12-28,11.909999999999998,,,13.089999999999998,47.67291666666667,12.789999999999996,10.414545454545454
2024-12-27,11.851666666666667,,,13.088749999999997,20.755416666666665,12.782,8.55
2024-12-26,13.885416666666666,,,13.080000000000004,3.0508333333333333,12.78,14.833999999999998
2024-12-25,14.314782608695653,,,13.080000000000004,52.437083333333334,12.774000000000001,9.479999999999999
2024-12-24,14.304166666666665,,,13.07304347826087,633.0995833333333,12.770000000000003,8.509
2024-12-23,14.302916666666667,,,13.069999999999995,0.0,12.76818181818182,9.78875
2024-12-22,14.249583333333327,,,13.067083333333331,9.227083333333333,12.759999999999998,11.383333333333333
2024-12-21,14.192916666666667,,,13.06,542.0566666666667,12.759999999999996,8.4175
2024-12-20,14.149166666666668,,,13.06,0.0,12.75090909090909,13.514285714285714
2024-12-19,24.423478260869565,,,13.051250000000003,278.73,12.75,51.96666666666667
2024-12-18,26.398749999999993,,,13.050000000000006,303.02652173913043,12.743809523809526,26.156666666666666
2024-12-17,26.5325,,,13.045217391304352,315.08181818181816,12.740000000000002,9.43
2024-12-16,26.695833333333336,,,13.039999999999997,214.29227272727275,12.736500000000001,9.44
2024-12-15,26.864583333333332,,,13.039583333333331,4.803478260869565,12.729999999999997,9.415
2024-12-14,26.952083333333334,,,13.029999999999996,24.753913043478263,12.729999999999999,9.39
2024-12-13,27.10875,,,13.029999999999996,54.37761904761905,12.72,9.39
2024-12-12,24.680000000000003,,,13.023636363636363,14.893684210526317,12.72,9.14
2024-12-11,24.28458333333333,,,13.019999999999998,101.22473684210526,12.7121052631579,9.122
2024-12-10,24.5025,,,13.01782608695652,102.875,12.710000000000004,8.776666666666667
2024-12-09,24.61347826086956,,,13.009999999999996,2.5584615384615383,12.705263157894738,9.045
2024-12-08,25.94458333333333,,,9.860909090909088,15.958235294117648,9.898095238095241,9.05
2024-12-07,26.307500000000005,,,9.599999999999996,1230.26,9.650000000000002,9.13
2024-12-06,26.54458333333334,,,9.59125,835.3136363636364,9.650000000000002,22.964
2024-12-05,25.100833333333338,,,9.590000000000002,23.435454545454547,9.640454545454542,25.37
2024-12-04,24.764583333333334,,,9.590000000000002,23.54,9.639999999999997,15.513333333333334
2024-12-03,24.83375,,,9.590000000000002,25.16,9.639999999999997,11.738000000000001
2024-12-02,27.070833333333336,,,9.585652173913045,46.85,9.639999999999997,9.913749999999999
2024-12-01,27.38416666666667,,,9.580000000000004,0.0,9.629999999999999,9.945555555555558
2024-11-30,27.89333333333334,,,8.848749999999999,148.765,8.923000000000002,12.942499999999999
2024-11-29,29.55583333333334,,,8.449999999999998,285.936,8.615789473684213,18.166000000000004
2024-11-28,22.640416666666663,,,8.446956521739128,0.0,8.61,12.705714285714285
2024-11-27,20.828750000000003,,,8.44,5171.745,8.610000000000001,10.106666666666667
2024-11-26,21.447083333333335,,,8.44,11.26,8.609999999999998,11.9175
2024-11-25,22.310833333333335,,,8.44,49.68666666666667,8.61,9.478
2024-11-24,22.57291666666666,,,8.44,49.68666666666667,8.604999999999999,9.642000000000001
2024-11-23,22.896666666666665,,,8.44,0.0,8.599999999999998,9.648333333333333
2024-11-22,23.517083333333336,,,8.434583333333336,51.986000000000004,8.599999999999998,9.789999999999997
2024-11-21,23.327499999999997,,,8.430000000000005,17.69666666666667,8.599999999999998,15.91
2024-11-20,24.127083333333328,,,8.430000000000005,42.69,8.599999999999998,9.923333333333334
2024-11-19,25.294583333333332,,,8.430000000000005,0.0,8.593571428571428,10.11
2024-11-18,26.370000000000005,,,7.019583333333331,15.445,7.304545454545454,10.08
2024-11-17,27.162916666666664,,,6.17,0.0,6.5699999999999985,10.046666666666665
2024-11-16,27.77541666666666,,,6.169999999999999,89.155,6.570000000000001,9.887499999999998
2024-11-15,28.189999999999998,,,6.169999999999999,,6.57,9.715
2024-11-14,15.068333333333335,,,6.17,,6.57,9.936666666666666
2024-11-13,11.996666666666666,,,6.169999999999999,0.0,6.564000000000001,9.75
2024-11-12,12.18,,,6.169999999999999,0.0,6.560000000000001,9.511666666666665
2024-11-11,12.571666666666667,,,6.170000000000001,430.78,6.560000000000001,9.545714285714286
2024-11-10,12.765,,,6.169999999999999,20.59,6.560000000000001,9.53875
2024-11-09,12.851666666666667,,,6.1676190476190484,296.4,6.560000000000001,9.18923076923077
2024-11-08,13.063043478260866,,,6.159999999999998,296.4,6.560000000000001,8.695555555555556
